description,name,alarms,connected,dhcpClients,volume,source,channel,firmware,queue,digits,inUse,setTemperature,actualTemperature,setting,alarm_status,lastSeen,uptime,is_on,is_connected,paired_device,wifi_strength,paperJam,inkStock,battery,voiceQuality,bagelMode,isToasting,oodl,patch,qa_passed,is_streaming,media_type,paperStock,motionDetected,bytesReceived,bytesSent,macAddress,packetLossRate,packetsLost
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:11:59 2017,66885,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3376127,3239378,83:1C:61:F8:B1:6F,0.002,6478
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:11:59 2017,66885,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326606,3338301,EA:DC:80:70:45:1A,0.002,6676
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 07:11:59 2017,66885,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,244884,267775,00-14-22-01-23-45,0.002,535
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,21,NA,NA,Sun Mar  5 07:11:59 2017,66885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8222,17170,D9:ED:8A:D4:16:97,0.002,34
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,4,NA,Sun Mar  5 07:11:59 2017,66885,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,8554,16768,FA:74:C8:61:6C:69,0.002,33
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,0,Sun Mar  5 07:11:59 2017,66885,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17618,8202,F2:56:9B:69:61:4D,0.002,16
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:11:59 2017,66885,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428843995,1376265035,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:11:59 2017,66885,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,Music,NA,NA,1815185659,1906973647,f4:f5:d8:b7:16:8c,0.002,3813947
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 233220, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 233220, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 233220, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 233220, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 233220, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 233220, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 233220, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 233220, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 233220, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 233220, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 233220, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 233220, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 233220, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 233220, u'ip_address': u'192.168.1.117'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3914465509,1977622500,00:1D:2C:3B:4A:00,0.002,3955245
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549790489,549805304,E8:94:F6:08:5A:59,0.002,1099610
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549805185,549800236,E8:94:F6:0A:66:34,0.002,1099600
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1684,1630,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 07:12:59 2017', u'message': u'Paper Jam in tray A', u'id': 1116, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,17359,8583,30:05:5c:61:1d:c4,0.002,17
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,89671,373116,77:20:A2:6E:9D:A6,0.002,746
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,EE:4C:61:44:D7:37,0.002,0
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3377642,3241187,83:1C:61:F8:B1:6F,0.002,6482
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3327515,3342478,EA:DC:80:70:45:1A,0.002,6684
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,244916,267816,00-14-22-01-23-45,0.002,535
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,21,NA,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,17190,D9:ED:8A:D4:16:97,0.002,34
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,4,NA,Sun Mar  5 07:12:59 2017,66945,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,8568,16786,FA:74:C8:61:6C:69,0.002,33
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,0,Sun Mar  5 07:12:59 2017,66945,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17632,8202,F2:56:9B:69:61:4D,0.002,16
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428843996,1376265037,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:12:59 2017,66945,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,Music,NA,NA,1815185659,1906973647,f4:f5:d8:b7:16:8c,0.002,3813947
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 233160, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 233160, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 233160, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 233160, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 233160, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 233160, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 233160, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 233160, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 233160, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 233160, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 233160, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 233160, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 233160, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 233160, u'ip_address': u'192.168.1.117'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3915646696,1979979964,00:1D:2C:3B:4A:00,0.002,3959959
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550470143,550485251,E8:94:F6:08:5A:59,0.002,1100970
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550484665,550479627,E8:94:F6:0A:66:34,0.002,1100959
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1684,1632,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 07:13:59 2017', u'message': u'Paper Jam in tray A', u'id': 1117, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,17369,8596,30:05:5c:61:1d:c4,0.002,17
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,89697,373380,77:20:A2:6E:9D:A6,0.002,746
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,EE:4C:61:44:D7:37,0.002,0
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3382525,3243476,83:1C:61:F8:B1:6F,0.002,6486
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328689,3345740,EA:DC:80:70:45:1A,0.002,6691
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,244951,267850,00-14-22-01-23-45,0.002,535
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,21,NA,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8248,17190,D9:ED:8A:D4:16:97,0.002,34
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,4,NA,Sun Mar  5 07:13:59 2017,67005,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,8568,16803,FA:74:C8:61:6C:69,0.002,33
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,0,Sun Mar  5 07:13:59 2017,67005,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17652,8202,F2:56:9B:69:61:4D,0.002,16
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428843997,1376265038,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:13:59 2017,67005,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,Music,NA,NA,1815185659,1906973647,f4:f5:d8:b7:16:8c,0.002,3813947
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 233100, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 233100, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 233100, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 233100, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 233100, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 233100, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 233100, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 233100, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 233100, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 233100, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 233100, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 233100, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 233100, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 233100, u'ip_address': u'192.168.1.117'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3916875462,1982427274,00:1D:2C:3B:4A:00,0.002,3964854
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551174002,551189263,E8:94:F6:08:5A:59,0.002,1102378
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551188974,551183420,E8:94:F6:0A:66:34,0.002,1102366
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1686,1634,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 07:14:59 2017', u'message': u'Paper Jam in tray A', u'id': 1118, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,17396,8606,30:05:5c:61:1d:c4,0.002,17
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,89699,373694,77:20:A2:6E:9D:A6,0.002,747
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,EE:4C:61:44:D7:37,0.002,0
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385306,3244494,83:1C:61:F8:B1:6F,0.002,6488
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3334182,3347512,EA:DC:80:70:45:1A,0.002,6695
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,244977,267859,00-14-22-01-23-45,0.002,535
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,21,NA,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8261,17211,D9:ED:8A:D4:16:97,0.002,34
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,4,NA,Sun Mar  5 07:14:59 2017,67065,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,8578,16805,FA:74:C8:61:6C:69,0.002,33
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,0,Sun Mar  5 07:14:59 2017,67065,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17679,8206,F2:56:9B:69:61:4D,0.002,16
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428843999,1376265041,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:14:59 2017,67065,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,Music,NA,NA,1815185659,1906973647,f4:f5:d8:b7:16:8c,0.002,3813947
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 233040, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 233040, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 233040, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 233040, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 233040, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 233040, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 233040, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 233040, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 233040, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 233040, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 233040, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 233040, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 233040, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 233040, u'ip_address': u'192.168.1.117'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:15:59 2017,67125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3918150357,1984961910,00:1D:2C:3B:4A:00,0.002,3969923
